,apartment,approveddate,bbl,bin,block,boroid,borough,buildingid,censustract,certifieddate,class,communityboard,councildistrict,currentstatus,currentstatusdate,currentstatusid,highhousenumber,housenumber,inspectiondate,latitude,longitude,lot,lowhousenumber,newcertifybydate,newcorrectbydate,novdescription,novid,novissueddate,novtype,nta,ordernumber,originalcertifybydate,originalcorrectbydate,postcode,registrationid,story,streetcode,streetname,violationid,violationstatus
73,1R,2011-06-16,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-06-15,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE COUNTER BALANCE AT LOWER WINDOW SASH  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4194306,2011-06-17,Original,Ridgewood,501,2011-08-05,2011-07-22,11385,409000,1,54090,LINDEN STREET,8984342,Close
74,1R,2011-06-16,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-06-15,40.70608,-73.906718,31,19-26,,,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4194305,2011-06-17,Original,Ridgewood,556,2011-10-04,2011-09-20,11385,409000,1,54090,LINDEN STREET,8984343,Close
75,1R,2011-11-23,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-11-23,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE RADIATOR SHUT OFF VALVE  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4304416,2011-11-25,Original,Ridgewood,501,2012-01-13,2011-12-30,11385,409000,1,54090,LINDEN STREET,9219050,Close
76,,2011-12-08,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-10-18,19,19-26,19-26,2011-12-07,40.70608,-73.906718,31,19-26,,,"SECTION 27-2039 ADM CODE  PROVIDE ADEQUATE LIGHT OF NOT LESS THAN 60 WATTS INCANDESCENT OR EQUIVALENT ILLUMINATION VESTIBULE  AT PUBLIC HALL, 1st STORY",4314135,2011-12-09,Original,Ridgewood,683,2012-01-27,2012-01-13,11385,409000,1,54090,LINDEN STREET,9239059,Close
77,1R,2011-12-09,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-12-08,40.70608,-73.906718,31,19-26,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR INOPERATIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4315047,2011-12-12,Original,Ridgewood,702,2012-01-30,2012-01-16,11385,409000,1,54090,LINDEN STREET,9240117,Close
78,1R,2011-12-09,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-12-08,40.70608,-73.906718,31,19-26,,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). INOPERATIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4315047,2011-12-12,Original,Ridgewood,1503,2012-01-30,2012-01-16,11385,409000,1,54090,LINDEN STREET,9240118,Close
79,1R,2011-12-09,4034770031,4083222,3477,4,QUEENS,675184,589,2012-04-06,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-12-08,40.70608,-73.906718,31,19-26,,,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS THRU-OUT  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4315046,2011-12-12,Original,Ridgewood,556,2012-03-30,2012-03-16,11385,409000,1,54090,LINDEN STREET,9240119,Close
80,1R,2011-12-09,4034770031,4083222,3477,4,QUEENS,675184,589,2012-04-06,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2011-12-08,40.70608,-73.906718,31,19-26,,,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT CEILING THRU-OUT  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4315046,2011-12-12,Original,Ridgewood,556,2012-03-30,2012-03-16,11385,409000,1,54090,LINDEN STREET,9240120,Close
81,1R,2012-03-01,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2012-02-29,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4367506,2012-03-02,Original,Ridgewood,508,2012-04-20,2012-04-06,11385,409000,1,54090,LINDEN STREET,9347512,Close
82,1R,2012-03-01,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2012-02-29,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4367506,2012-03-02,Original,Ridgewood,502,2012-04-20,2012-04-06,11385,409000,1,54090,LINDEN STREET,9347515,Close
83,1R,2012-03-01,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2012-02-29,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4367506,2012-03-02,Original,Ridgewood,502,2012-04-20,2012-04-06,11385,409000,1,54090,LINDEN STREET,9347518,Close
84,1R,2012-06-13,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-10-18,19,19-26,19-26,2012-06-12,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REFIT DOOR  IN THE 5th ROOM  FROM EAST LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4432014,2012-06-14,Original,Ridgewood,529,2012-10-01,2012-09-17,11385,409000,1,54090,LINDEN STREET,9470141,Close
85,1R,2012-06-13,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2012-06-12,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR THE BROKEN OR DEFECTIVE BURNERS AT GAS RANGE  IN THE KITCHEN  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4432015,2012-06-14,Original,Ridgewood,501,2012-08-02,2012-07-19,11385,409000,1,54090,LINDEN STREET,9470129,Close
86,1R,2012-06-13,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2012-06-12,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALLS & CEILING  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4432015,2012-06-14,Original,Ridgewood,508,2012-08-02,2012-07-19,11385,409000,1,54090,LINDEN STREET,9470131,Close
87,1R,2012-06-13,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2012-06-12,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD DOOR FRAME  IN THE 4th ROOM  FROM EAST LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4432015,2012-06-14,Original,Ridgewood,502,2012-08-02,2012-07-19,11385,409000,1,54090,LINDEN STREET,9470132,Close
88,1R,2012-06-13,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2012-06-12,40.70608,-73.906718,31,19-26,,,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... SOUTH WALL  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4432015,2012-06-14,Original,Ridgewood,550,2012-08-02,2012-07-19,11385,409000,1,54090,LINDEN STREET,9470134,Close
89,1R,2012-06-13,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2012-06-12,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL FLOOR TILES  IN THE KITCHEN  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4432015,2012-06-14,Original,Ridgewood,502,2012-08-02,2012-07-19,11385,409000,1,54090,LINDEN STREET,9470138,Close
90,1R,2012-06-13,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2012-06-12,40.70608,-73.906718,31,19-26,,,"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION AT SINK  IN THE KITCHEN  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  SOUTH",4432015,2012-06-14,Original,Ridgewood,598,2012-08-02,2012-07-19,11385,409000,1,54090,LINDEN STREET,9470143,Close
91,1R,2012-07-24,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2012-07-23,40.70608,-73.906718,31,19-26,,,"SECTION 27-2013 ADM CODE  PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING THRU-OUT  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY",4456077,2012-07-25,Original,Ridgewood,556,2012-11-11,2012-10-28,11385,409000,1,54090,LINDEN STREET,9514081,Close
92,1R,2012-07-24,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2012-07-23,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR NEAR RADIATOR  IN THE 4th ROOM  FROM EAST LOCATED AT APT 1R, 1st STORY",4456077,2012-07-25,Original,Ridgewood,502,2012-11-11,2012-10-28,11385,409000,1,54090,LINDEN STREET,9514082,Close
93,1R,2013-01-26,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2013-01-24,40.70608,-73.906718,31,19-26,,,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... MILDEW AT WEST WALL. APPOX. 1 SQ.FT.  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4557999,2013-01-28,Original,Ridgewood,550,2013-03-18,2013-03-04,11385,409000,1,54090,LINDEN STREET,9715525,Close
94,1R,2013-01-26,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2013-01-24,40.70608,-73.906718,31,19-26,,,"SECTION 27-2026 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE CONNECTION WASTELINE AT BATHTUB  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4557999,2013-01-28,Original,Ridgewood,598,2013-03-18,2013-03-04,11385,409000,1,54090,LINDEN STREET,9715528,Close
95,1R,2013-01-26,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2013-01-24,40.70608,-73.906718,31,19-26,,,"SECTION 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4557999,2013-01-28,Original,Ridgewood,583,2013-03-18,2013-03-04,11385,409000,1,54090,LINDEN STREET,9715529,Close
96,1R,2013-01-26,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2013-01-24,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4557999,2013-01-28,Original,Ridgewood,502,2013-03-18,2013-03-04,11385,409000,1,54090,LINDEN STREET,9715530,Close
97,1R,2013-01-26,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2013-01-24,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING AND WALLS  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4557999,2013-01-28,Original,Ridgewood,508,2013-03-18,2013-03-04,11385,409000,1,54090,LINDEN STREET,9715531,Close
98,1R,2013-01-26,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2013-01-24,40.70608,-73.906718,31,19-26,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4557999,2013-01-28,Original,Ridgewood,569,2013-03-18,2013-03-04,11385,409000,1,54090,LINDEN STREET,9715534,Close
99,1R,2013-01-26,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2013-01-24,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REPLACE WITH NEW THE BROKEN OR DEFECTIVE DOOR  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4557999,2013-01-28,Original,Ridgewood,505,2013-03-18,2013-03-04,11385,409000,1,54090,LINDEN STREET,9715540,Close
100,1R,2013-01-26,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2013-01-24,40.70608,-73.906718,31,19-26,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4557999,2013-01-28,Original,Ridgewood,702,2013-03-18,2013-03-04,11385,409000,1,54090,LINDEN STREET,9715548,Close
101,1R,2013-01-26,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2013-01-24,40.70608,-73.906718,31,19-26,,,"SECTION 27-2046.1, 2046.2 HMC: PROVIDE AN APPROVED AND OPERATIONAL CARBON MONOXIDE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH APPLICABLE LAW AND RULES. IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4557999,2013-01-28,Original,Ridgewood,1502,2013-03-18,2013-03-04,11385,409000,1,54090,LINDEN STREET,9715550,Close
102,1R,2013-01-26,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-03-28,19,19-26,19-26,2013-01-24,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE 4th ROOM  FROM NORTH LOCATED AT APT 1R, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",4557999,2013-01-28,Original,Ridgewood,502,2013-03-18,2013-03-04,11385,409000,1,54090,LINDEN STREET,9715551,Close
103,1R,2013-04-24,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-10-18,19,19-26,19-26,2013-04-23,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR SOUTH WALL  IN THE 1st ROOM  FROM NORTH LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4608836,2013-04-25,Original,Ridgewood,508,2013-06-13,2013-05-30,11385,409000,1,54090,LINDEN STREET,9814721,Close
104,1R,2013-04-24,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-10-18,19,19-26,19-26,2013-04-23,40.70608,-73.906718,31,19-26,,,"SECTION 27-2026 ADM CODE  REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4608836,2013-04-25,Original,Ridgewood,579,2013-06-13,2013-05-30,11385,409000,1,54090,LINDEN STREET,9814728,Close
105,1R,2013-04-24,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-10-18,19,19-26,19-26,2013-04-23,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REFIT DOOR  IN THE 2nd ROOM  FROM NORTH LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4608835,2013-04-25,Original,Ridgewood,529,2013-08-12,2013-07-29,11385,409000,1,54090,LINDEN STREET,9815396,Close
106,1R,2013-09-09,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-10-18,19,19-26,19-26,2013-09-05,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REFIT HINGES AT DOORS THROUGHOUT  IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4688058,2013-09-10,Original,Ridgewood,529,2013-12-28,2013-12-14,11385,409000,1,54090,LINDEN STREET,9964820,Close
107,1R,2013-09-06,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-10-18,19,19-26,19-26,2013-09-05,40.70608,-73.906718,31,19-26,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4686909,2013-09-09,Original,Ridgewood,569,2013-10-28,2013-10-14,11385,409000,1,54090,LINDEN STREET,9964823,Close
108,1R,2013-09-06,4034770031,4083222,3477,4,QUEENS,675184,589,,C,5,30,VIOLATION CLOSED,2013-10-04,19,19-26,19-26,2013-09-05,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING  IN THE 3rd ROOM  FROM NORTH AT EAST LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4686910,2013-09-09,Original,Ridgewood,508,2013-09-22,2013-09-17,11385,409000,1,54090,LINDEN STREET,9964829,Close
109,1R,2013-09-06,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,VIOLATION CLOSED,2013-10-18,19,19-26,19-26,2013-09-05,40.70608,-73.906718,31,19-26,,,"SECTION 27-2026 ADM CODE  RESET, SO AS TO SECURE A PROPER AND TIGHT CONNECTION, THE WATER CLOSET BOWL ..  IN THE BATHROOM  LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4686908,2013-09-09,Original,Ridgewood,591,2013-12-27,2013-12-13,11385,409000,1,54090,LINDEN STREET,9964830,Close
110,1R,2013-09-06,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,VIOLATION CLOSED,2013-10-18,19,19-26,19-26,2013-09-05,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR SOUTH WALL  IN THE 1st ROOM  FROM NORTH AT EAST LOCATED AT APT 1R, 1st STORY, APARTMENT AT  WEST",4686909,2013-09-09,Original,Ridgewood,508,2013-10-28,2013-10-14,11385,409000,1,54090,LINDEN STREET,9964836,Close
111,3R,2018-06-29,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,NOV SENT OUT,2018-07-02,2,19-26,19-26,2018-06-28,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR  IN THE KITCHEN  LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",6128768,2018-07-02,Original,Ridgewood,502,2018-08-20,2018-08-06,11385,409000,3,54090,LINDEN STREET,12455241,Open
112,3R,2018-06-29,4034770031,4083222,3477,4,QUEENS,675184,589,,B,5,30,NOV SENT OUT,2018-07-02,2,19-26,19-26,2018-06-28,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILE FLOOR  IN THE KITCHEN  LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",6128768,2018-07-02,Original,Ridgewood,502,2018-08-20,2018-08-06,11385,409000,3,54090,LINDEN STREET,12455250,Open
113,,2018-06-29,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,INVALID CERTIFICATION,2018-07-30,28,19-26,19-26,2018-06-28,40.70608,-73.906718,31,19-26,,,SECTION 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYï¿½ï¿½ï¿½S HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD.,6128767,2018-07-02,Original,Ridgewood,500,2018-10-19,2018-10-05,11385,409000,,54090,LINDEN STREET,12455281,Open
114,3R,2018-04-25,4034770031,4083222,3477,4,QUEENS,675184,589,2018-06-22,B,5,30,NOV CERTIFIED LATE,2018-06-22,4,19-26,19-26,2018-04-25,40.70608,-73.906718,31,19-26,,,"SECTION 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE  IN THE ENTIRE APARTMENT  LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",6074703,2018-04-26,Original,Ridgewood,1503,2018-06-14,2018-05-31,11385,409000,3,54090,LINDEN STREET,12354606,Open
115,3R,2018-04-25,4034770031,4083222,3477,4,QUEENS,675184,589,2018-06-22,B,5,30,NOV CERTIFIED LATE,2018-06-22,4,19-26,19-26,2018-04-25,40.70608,-73.906718,31,19-26,,,"SECTION 27-2045 ADM CODE  REPAIR OR REPLACE THE SMOKE DETECTOR MISSING  IN THE ENTIRE APARTMENT  LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",6074703,2018-04-26,Original,Ridgewood,702,2018-06-14,2018-05-31,11385,409000,3,54090,LINDEN STREET,12354622,Open
116,3R,2018-04-25,4034770031,4083222,3477,4,QUEENS,675184,589,2018-06-15,B,5,30,NOV CERTIFIED LATE,2018-06-15,4,19-26,19-26,2018-04-25,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005, 2007 ADM CODE  ARRANGE AND MAKE SELF-CLOSING THE DOORS ENTRANCE APARTMENT  LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",6074703,2018-04-26,Original,Ridgewood,530,2018-06-14,2018-05-31,11385,409000,3,54090,LINDEN STREET,12354656,Open
117,3R,2018-04-25,4034770031,4083222,3477,4,QUEENS,675184,589,2018-06-22,B,5,30,NOV CERTIFIED LATE,2018-06-22,4,19-26,19-26,2018-04-25,40.70608,-73.906718,31,19-26,,,"SECTION 27-2018  ADMIN. CODE:  ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT  LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",6074703,2018-04-26,Original,Ridgewood,568,2018-06-14,2018-05-31,11385,409000,3,54090,LINDEN STREET,12354667,Open
118,3R,2018-04-25,4034770031,4083222,3477,4,QUEENS,675184,589,2018-06-15,B,5,30,NOV CERTIFIED LATE,2018-06-15,4,19-26,19-26,2018-04-25,40.70608,-73.906718,31,19-26,,,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT NORTH WALL 8 SQ.FT  IN THE BATHROOM  LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",6074704,2018-04-26,Original,Ridgewood,550,2018-06-14,2018-05-31,11385,409000,3,54090,LINDEN STREET,12354677,Open
119,3R,2018-04-25,4034770031,4083222,3477,4,QUEENS,675184,589,,A,5,30,NOV SENT OUT,2018-04-26,2,19-26,19-26,2018-04-25,40.70608,-73.906718,31,19-26,,,"SECTION 27-2005 ADM CODE  PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FLOOR TILE  IN THE KITCHEN  LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",6074702,2018-04-26,Original,Ridgewood,502,2018-08-13,2018-07-30,11385,409000,3,54090,LINDEN STREET,12354683,Open
120,3R,2018-04-25,4034770031,4083222,3477,4,QUEENS,675184,589,2018-06-15,B,5,30,NOV CERTIFIED LATE,2018-06-15,4,19-26,19-26,2018-04-25,40.70608,-73.906718,31,19-26,,,"SECTION  27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT NORTH WALL AT CLOSET 4 SQ.FT  IN PRIVATE HALL   LOCATED AT APT 3R, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",6074704,2018-04-26,Original,Ridgewood,550,2018-06-14,2018-05-31,11385,409000,3,54090,LINDEN STREET,12354722,Open
